Sampleid,X,Y
4120,255,1
4121,461,1
4122,149,1
4123,922,1
4124,25,1
4125,2,1
4126,972,1
4127,338,1
4128,219,1
4129,302,1
4130,869,1
4131,127,1
4132,343,1
4133,502,1
4134,558,1
4135,170,1
4136,715,1
4137,743,1
4138,209,1
4139,520,1
4140,303,1
4141,106,1
4142,917,1
4143,664,1
4144,798,1
4145,835,1
4146,858,1
4147,475,1
4148,684,1
4149,878,1
4150,837,1
4151,360,1
4152,10,1
4153,450,1
4154,251,1
4155,293,1
4156,68,1
4157,879,1
4158,981,1
4159,789,1
4160,581,1
4161,142,1
4162,604,1
4163,837,1
4164,582,1
4165,785,1
4166,1016,0
4167,289,1
4168,427,1
4169,166,1
4170,25,1
4171,874,1
4172,883,1
4173,703,1
4174,15,1
4175,839,1
4176,84,1
4177,39,1
4178,62,1
4179,865,1
4180,928,1
4181,414,1
4182,916,1
4183,951,1
4184,767,1
4185,512,1
4186,498,1
4187,875,1
4188,897,1
4189,29,1
4190,500,1
4191,696,1
4192,294,1
4193,451,1
4194,475,1
4195,638,1
4196,681,1
4197,880,1
4198,505,1
4199,493,1
4200,439,1
4201,401,1
4202,447,1
4203,712,1
4204,363,1
4205,794,1
4206,418,1
4207,679,1
4208,610,1
4209,287,1
4210,431,1
4211,66,1
4212,511,1
4213,167,1
4214,28,1
4215,205,1
4216,907,1
4217,445,1
4218,232,1
4219,1025,0
4220,561,1
4221,230,1
4222,736,1
4223,956,1
4224,420,1
4225,499,1
4226,219,1
4227,297,1
4228,934,1
4229,813,1
4230,219,1
4231,201,1
4232,1,1
4233,561,1
4234,970,1
4235,716,1
4236,11,1
4237,774,1
4238,170,1
4239,623,1
4240,976,1
4241,644,1
4242,363,1
4243,182,1
4244,404,1
4245,11,1
4246,423,1
4247,630,1
4248,343,1
4249,415,1
4250,24,1
4251,690,1
4252,807,1
4253,137,1
4254,301,1
4255,916,1
4256,854,1
4257,236,1
4258,335,1
4259,939,1
4260,626,1
4261,167,1
4262,726,1
4263,373,1
4264,337,1
4265,0,1
4266,91,1
4267,77,1
4268,264,1
4269,928,1
4270,530,1
4271,875,1
4272,954,1
4273,300,1
4274,7,1
4275,423,1
4276,517,1
4277,703,1
4278,357,1
4279,610,1
4280,311,1
4281,123,1
4282,95,1
4283,540,1
4284,314,1
4285,790,1
4286,1002,0
4287,793,1
4288,769,1
4289,790,1
4290,301,1
4291,867,1
4292,645,1
4293,566,1
4294,266,1
4295,79,1
4296,241,1
4297,929,1
4298,269,1
4299,281,1
4300,790,1
4301,371,1
4302,857,1
4303,728,1
4304,459,1
4305,93,1
4306,891,1
4307,63,1
4308,914,1
4309,529,1
4310,910,1
4311,996,1
4312,650,1
4313,280,1
4314,66,1
4315,679,1
4316,624,1
4317,747,1
4318,299,1
4319,870,1
4320,1,1
4321,817,1
4322,85,1
4323,414,1
4324,373,1
4325,142,1
4326,570,1
4327,246,1
4328,583,1
4329,614,1
4330,223,1
4331,513,1
4332,621,1
4333,92,1
4334,755,1
4335,840,1
4336,476,1
4337,236,1
4338,416,1
4339,135,1
4340,795,1
4341,236,1
4342,477,1
4343,666,1
4344,107,1
4345,325,1
4346,848,1
4347,301,1
4348,354,1
4349,257,1
4350,445,1
4351,744,1
4352,121,1
4353,667,1
4354,83,1
4355,433,1
4356,111,1
4357,23,1
4358,719,1
4359,50,1
4360,723,1
4361,770,1
4362,233,1
4363,413,1
4364,875,1
4365,219,1
4366,7,1
4367,539,1
4368,296,1
4369,1024,0
4370,793,1
4371,37,1
4372,465,1
4373,633,1
4374,949,1
4375,619,1
4376,356,1
4377,89,1
4378,140,1
4379,415,1
4380,728,1
4381,200,1
4382,474,1
4383,284,1
4384,161,1
4385,985,1
4386,483,1
4387,771,1
4388,697,1
4389,549,1
4390,991,1
4391,805,1
4392,680,1
4393,382,1
4394,183,1
4395,896,1
4396,475,1
4397,322,1
4398,426,1
4399,486,1
4400,269,1
4401,1012,0
4402,735,1
4403,529,1
4404,72,1
4405,451,1
4406,123,1
4407,437,1
4408,943,1
4409,23,1
4410,227,1
4411,1012,0
4412,523,1
4413,925,1
4414,1017,0
4415,517,1
4416,709,1
4417,177,1
4418,702,1
4419,896,1
4420,334,1
4421,98,1
4422,284,1
4423,727,1
4424,216,1
4425,867,1
4426,288,1
4427,63,1
4428,53,1
4429,403,1
4430,337,1
4431,554,1
4432,944,1
4433,718,1
4434,231,1
4435,388,1
4436,998,1
4437,678,1
4438,515,1
4439,264,1
4440,803,1
4441,811,1
4442,690,1
4443,980,1
4444,96,1
4445,800,1
4446,620,1
4447,822,1
4448,918,1
4449,387,1
4450,991,1
4451,342,1
4452,804,1
4453,861,1
4454,891,1
4455,582,1
4456,1016,0
4457,515,1
4458,355,1
4459,304,1
4460,22,1
4461,821,1
4462,203,1
4463,319,1
4464,145,1
4465,390,1
4466,703,1
4467,950,1
4468,45,1
4469,652,1
4470,458,1
4471,89,1
4472,824,1
4473,372,1
4474,23,1
4475,805,1
4476,314,1
4477,336,1
4478,199,1
4479,412,1
4480,631,1
4481,672,1
4482,583,1
4483,486,1
4484,664,1
4485,283,1
4486,152,1
4487,703,1
4488,573,1
4489,184,1
4490,209,1
4491,626,1
4492,138,1
4493,603,1
4494,799,1
4495,284,1
4496,150,1
4497,637,1
4498,750,1
4499,529,1
4500,482,1
4501,1017,0
4502,823,1
4503,374,1
4504,140,1
4505,423,1
4506,513,1
4507,253,1
4508,443,1
4509,636,1
4510,878,1
4511,782,1
4512,859,1
4513,885,1
4514,572,1
4515,772,1
4516,785,1
4517,742,1
4518,813,1
4519,720,1
4520,377,1
4521,818,1
4522,326,1
4523,424,1
4524,561,1
4525,763,1
4526,52,1
4527,156,1
4528,419,1
4529,736,1
4530,44,1
4531,891,1
4532,738,1
4533,391,1
4534,380,1
4535,915,1
4536,208,1
4537,952,1
4538,363,1
4539,718,1
4540,912,1
4541,294,1
4542,317,1
4543,132,1
4544,720,1
4545,329,1
4546,349,1
4547,587,1
4548,790,1
4549,799,1
4550,423,1
4551,422,1
4552,11,1
4553,660,1
4554,559,1
4555,610,1
4556,719,1
4557,976,1
4558,331,1
4559,1011,0
4560,116,1
4561,69,1
4562,712,1
4563,391,1
4564,48,1
4565,526,1
4566,879,1
4567,416,1
4568,211,1
4569,64,1
4570,935,1
4571,265,1
4572,80,1
4573,183,1
4574,380,1
4575,362,1
4576,544,1
4577,68,1
4578,639,1
4579,196,1
4580,283,1
4581,898,1
4582,649,1
4583,929,1
4584,880,1
4585,872,1
4586,79,1
4587,353,1
4588,614,1
4589,861,1
4590,1020,0
4591,346,1
4592,682,1
4593,1010,0
4594,838,1
4595,22,1
4596,450,1
4597,988,1
4598,878,1
4599,639,1
4600,272,1
4601,721,1
4602,845,1
4603,732,1
4604,937,1
4605,786,1
4606,406,1
4607,876,1
4608,834,1
4609,1023,0
4610,225,1
4611,763,1
4612,451,1
4613,60,1
4614,538,1
4615,214,1
4616,137,1
4617,726,1
4618,84,1
4619,370,1
4620,342,1
4621,993,1
4622,1020,0
4623,623,1
4624,138,1
4625,1004,0
4626,717,1
4627,552,1
4628,909,1
4629,235,1
4630,165,1
4631,413,1
4632,741,1
4633,109,1
4634,918,1
4635,986,1
4636,928,1
4637,992,1
4638,525,1
4639,141,1
4640,742,1
4641,245,1
4642,775,1
4643,308,1
4644,160,1
4645,455,1
4646,212,1
4647,60,1
4648,75,1
4649,862,1
4650,527,1
4651,101,1
4652,952,1
4653,59,1
4654,770,1
4655,756,1
4656,11,1
4657,610,1
4658,720,1
4659,281,1
4660,984,1
4661,887,1
4662,523,1
4663,993,1
4664,251,1
4665,165,1
4666,22,1
4667,439,1
4668,994,1
4669,619,1
4670,577,1
4671,589,1
4672,551,1
4673,971,1
4674,359,1
4675,172,1
4676,820,1
4677,199,1
4678,180,1
4679,969,1
4680,423,1
4681,790,1
4682,741,1
4683,353,1
4684,72,1
4685,314,1
4686,922,1
4687,64,1
4688,637,1
4689,381,1
4690,855,1
4691,86,1
4692,528,1
4693,739,1
4694,260,1
4695,8,1
4696,270,1
4697,434,1
4698,823,1
4699,618,1
4700,261,1
4701,311,1
4702,105,1
4703,50,1
4704,182,1
4705,863,1
4706,7,1
4707,575,1
4708,816,1
4709,782,1
4710,853,1
4711,812,1
4712,78,1
4713,911,1
4714,183,1
4715,999,1
4716,695,1
4717,344,1
4718,225,1
4719,253,1
4720,29,1
4721,926,1
4722,648,1
4723,855,1
4724,952,1
4725,66,1
4726,774,1
4727,460,1
4728,999,1
4729,599,1
4730,876,1
4731,89,1
4732,6,1
4733,128,1
4734,32,1
4735,593,1
4736,1023,0
4737,820,1
4738,911,1
4739,180,1
4740,726,1
4741,303,1
4742,666,1
4743,975,1
4744,110,1
4745,408,1
4746,245,1
4747,688,1
4748,690,1
4749,723,1
4750,0,1
4751,938,1
4752,128,1
4753,1007,0
4754,323,1
4755,105,1
4756,304,1
4757,328,1
4758,718,1
4759,679,1
4760,564,1
4761,513,1
4762,255,1
4763,338,1
4764,173,1
4765,862,1
4766,543,1
4767,806,1
4768,760,1
4769,69,1
4770,910,1
4771,931,1
4772,208,1
4773,105,1
4774,133,1
4775,896,1
4776,572,1
4777,519,1
4778,297,1
4779,27,1
4780,907,1
4781,556,1
4782,593,1
4783,868,1
4784,921,1
4785,627,1
4786,976,1
4787,342,1
4788,140,1
4789,468,1
4790,412,1
4791,48,1
4792,227,1
4793,708,1
4794,456,1
4795,817,1
4796,634,1
4797,841,1
4798,329,1
4799,547,1
4800,516,1
4801,245,1
4802,625,1
4803,109,1
4804,621,1
4805,400,1
4806,385,1
4807,256,1
4808,592,1
4809,555,1
4810,76,1
4811,7,1
4812,664,1
4813,1024,0
4814,499,1
4815,470,1
4816,476,1
4817,720,1
4818,852,1
4819,467,1
4820,33,1
4821,84,1
4822,949,1
4823,286,1
4824,421,1
4825,434,1
4826,820,1
4827,729,1
4828,380,1
4829,468,1
4830,32,1
4831,950,1
4832,217,1
4833,262,1
4834,117,1
4835,1013,0
4836,934,1
4837,81,1
4838,324,1
4839,677,1
4840,820,1
4841,382,1
4842,173,1
4843,965,1
4844,571,1
4845,356,1
4846,307,1
4847,546,1
4848,5,1
4849,914,1
4850,584,1
4851,216,1
4852,496,1
4853,714,1
4854,534,1
4855,545,1
4856,371,1
4857,335,1
4858,905,1
4859,748,1
4860,430,1
4861,631,1
4862,368,1
4863,336,1
4864,466,1
4865,29,1
4866,128,1
4867,951,1
4868,500,1
4869,754,1
4870,928,1
4871,926,1
4872,802,1
4873,971,1
4874,268,1
4875,214,1
4876,655,1
4877,848,1
4878,568,1
4879,328,1
4880,412,1
4881,684,1
4882,126,1
4883,424,1
4884,584,1
4885,58,1
4886,813,1
4887,904,1
4888,627,1
4889,656,1
4890,291,1
4891,553,1
4892,744,1
4893,452,1
4894,845,1
4895,1004,0
4896,750,1
4897,937,1
4898,473,1
4899,424,1
4900,279,1
4901,372,1
4902,309,1
4903,252,1
4904,144,1
4905,408,1
4906,575,1
4907,663,1
4908,159,1
4909,231,1
4910,929,1
4911,993,1
4912,854,1
4913,234,1
4914,290,1
4915,841,1
4916,958,1
4917,772,1
4918,151,1
4919,995,1
4920,586,1
4921,916,1
4922,204,1
4923,522,1
4924,543,1
4925,557,1
4926,239,1
4927,686,1
4928,73,1
4929,974,1
4930,743,1
4931,1006,0
4932,37,1
4933,44,1
4934,360,1
4935,341,1
4936,895,1
4937,676,1
4938,511,1
4939,958,1
4940,555,1
4941,436,1
4942,895,1
4943,775,1
4944,281,1
4945,595,1
4946,372,1
4947,325,1
4948,910,1
4949,613,1
4950,324,1
4951,877,1
4952,616,1
4953,180,1
4954,483,1
4955,45,1
4956,721,1
4957,508,1
4958,507,1
4959,746,1
4960,5,1
4961,3,1
4962,610,1
4963,929,1
4964,314,1
4965,16,1
4966,98,1
4967,147,1
4968,986,1
4969,734,1
4970,445,1
4971,617,1
4972,86,1
4973,167,1
4974,785,1
4975,128,1
4976,550,1
4977,710,1
4978,872,1
4979,348,1
4980,796,1
4981,3,1
4982,886,1
4983,187,1
4984,212,1
4985,234,1
4986,949,1
4987,303,1
4988,765,1
4989,957,1
4990,614,1
4991,850,1
4992,141,1
4993,241,1
4994,659,1
4995,810,1
4996,998,1
4997,882,1
4998,795,1
4999,73,1
5000,712,1
5001,669,1
5002,824,1
5003,626,1
5004,1019,0
5005,117,1
5006,43,1
5007,336,1
5008,866,1
5009,765,1
5010,420,1
5011,1005,0
5012,740,1
5013,189,1
5014,594,1
5015,720,1
5016,199,1
5017,12,1
5018,481,1
5019,522,1
5020,419,1
5021,807,1
5022,623,1
5023,100,1
5024,893,1
5025,291,1
5026,937,1
5027,21,1
5028,513,1
5029,86,1
5030,653,1
5031,666,1
5032,162,1
5033,795,1
5034,499,1
5035,752,1
5036,103,1
5037,776,1
5038,994,1
5039,623,1
5040,319,1
5041,460,1
5042,945,1
5043,207,1
5044,219,1
5045,518,1
5046,811,1
5047,896,1
5048,719,1
5049,335,1
5050,909,1
5051,703,1
5052,153,1
5053,935,1
5054,457,1
5055,505,1
5056,1013,0
5057,309,1
5058,668,1
5059,286,1
5060,795,1
5061,41,1
5062,159,1
5063,265,1
5064,93,1
5065,595,1
5066,370,1
5067,972,1
5068,619,1
5069,985,1
5070,447,1
5071,914,1
5072,114,1
5073,908,1
5074,99,1
5075,989,1
5076,503,1
5077,715,1
5078,427,1
5079,203,1
5080,166,1
5081,568,1
5082,94,1
5083,429,1
5084,644,1
5085,1021,0
5086,491,1
5087,975,1
5088,105,1
5089,690,1
5090,544,1
5091,439,1
5092,994,1
5093,647,1
5094,605,1
5095,1021,0
5096,893,1
5097,936,1
5098,648,1
5099,696,1
5100,258,1
5101,321,1
5102,181,1
5103,443,1
5104,696,1
5105,818,1
5106,260,1
5107,588,1
5108,842,1
5109,960,1
5110,254,1
5111,672,1
5112,106,1
5113,175,1
5114,17,1
5115,691,1
5116,925,1
5117,775,1
5118,338,1
5119,880,1
5120,759,1
5121,594,1
5122,689,1
5123,1020,0
5124,209,1
5125,262,1
5126,634,1
5127,487,1
5128,391,1
5129,410,1
5130,497,1
5131,494,1
5132,248,1
5133,785,1
5134,966,1
5135,497,1
5136,803,1
5137,13,1
5138,54,1
5139,160,1
5140,344,1
5141,593,1
5142,920,1
5143,2,1
5144,316,1
5145,504,1
5146,486,1
5147,437,1
5148,831,1
5149,831,1
5150,987,1
5151,497,1
5152,861,1
5153,661,1
5154,539,1
5155,509,1
5156,754,1
5157,128,1
5158,525,1
5159,153,1
5160,870,1
5161,602,1
5162,493,1
5163,990,1
5164,393,1
5165,766,1
5166,971,1
5167,682,1
5168,856,1
5169,359,1
5170,59,1
5171,168,1
5172,848,1
5173,616,1
5174,903,1
5175,244,1
5176,424,1
5177,851,1
5178,433,1
5179,918,1
5180,972,1
5181,673,1
5182,531,1
5183,885,1
5184,598,1
5185,834,1
5186,513,1
5187,534,1
5188,503,1
5189,730,1
5190,733,1
5191,137,1
5192,787,1
5193,1025,0
5194,985,1
5195,376,1
5196,588,1
5197,668,1
5198,148,1
5199,25,1
5200,14,1
5201,558,1
5202,315,1
5203,982,1
5204,232,1
5205,890,1
5206,914,1
5207,75,1
5208,912,1
5209,367,1
5210,550,1
5211,454,1
5212,777,1
5213,966,1
5214,834,1
5215,322,1
5216,593,1
5217,221,1
5218,794,1
5219,347,1
5220,699,1
5221,228,1
5222,490,1
5223,853,1
5224,122,1
5225,718,1
5226,425,1
5227,558,1
5228,692,1
5229,973,1
5230,539,1
5231,30,1
5232,470,1
5233,1001,0
5234,724,1
5235,410,1
5236,94,1
5237,769,1
5238,895,1
5239,937,1
5240,760,1
5241,353,1
5242,652,1
5243,530,1
5244,788,1
5245,394,1
5246,26,1
5247,940,1
5248,226,1
5249,660,1
5250,538,1
5251,293,1
5252,742,1
5253,868,1
5254,686,1
5255,976,1
5256,870,1
5257,720,1
5258,279,1
5259,627,1
5260,449,1
5261,835,1
5262,837,1
5263,683,1
5264,512,1
5265,264,1
5266,938,1
5267,821,1
5268,408,1
5269,297,1
5270,410,1
5271,425,1
5272,277,1
5273,341,1
5274,729,1
5275,680,1
5276,706,1
5277,17,1
5278,132,1
5279,201,1
5280,685,1
5281,301,1
5282,218,1
5283,734,1
5284,896,1
5285,378,1
5286,306,1
5287,860,1
5288,968,1
5289,301,1
5290,338,1
5291,874,1
5292,564,1
5293,851,1
5294,161,1
5295,371,1
5296,887,1
5297,390,1
5298,559,1
5299,732,1
5300,810,1
5301,581,1
5302,354,1
5303,1020,0
5304,947,1
5305,768,1
5306,780,1
5307,877,1
5308,699,1
5309,270,1
5310,152,1
5311,379,1
5312,541,1
5313,7,1
5314,547,1
5315,953,1
5316,105,1
5317,101,1
5318,524,1
5319,943,1
5320,217,1
5321,100,1
5322,700,1
5323,878,1
5324,950,1
5325,716,1
5326,751,1
5327,21,1
5328,416,1
5329,892,1
5330,818,1
5331,79,1
5332,742,1
5333,755,1
5334,590,1
5335,863,1
5336,358,1
5337,758,1
5338,43,1
5339,122,1
5340,480,1
5341,557,1
5342,905,1
5343,849,1
5344,741,1
5345,700,1
5346,462,1
5347,692,1
5348,180,1
5349,430,1
5350,941,1
5351,833,1
5352,886,1
5353,998,1
5354,792,1
5355,601,1
5356,128,1
5357,482,1
5358,774,1
5359,267,1
5360,712,1
5361,325,1
5362,200,1
5363,244,1
5364,452,1
5365,456,1
5366,766,1
5367,324,1
5368,95,1
5369,626,1
5370,386,1
5371,903,1
5372,573,1
5373,54,1
5374,80,1
5375,106,1
5376,841,1
5377,844,1
5378,681,1
5379,245,1
5380,795,1
5381,960,1
5382,177,1
5383,858,1
5384,988,1
5385,934,1
5386,631,1
5387,253,1
5388,217,1
5389,548,1
5390,789,1
5391,149,1
5392,261,1
5393,478,1
5394,786,1
5395,456,1
5396,125,1
5397,592,1
5398,988,1
5399,496,1
5400,532,1
5401,883,1
5402,935,1
5403,757,1
5404,910,1
5405,168,1
5406,396,1
5407,1014,0
5408,123,1
5409,735,1
5410,443,1
5411,94,1
5412,722,1
5413,643,1
5414,903,1
5415,926,1
5416,617,1
5417,429,1
5418,647,1
5419,110,1
5420,1020,0
5421,18,1
5422,956,1
5423,840,1
5424,295,1
5425,484,1
5426,595,1
5427,624,1
5428,799,1
5429,359,1
5430,792,1
5431,370,1
5432,113,1
5433,341,1
5434,562,1
5435,38,1
5436,18,1
5437,978,1
5438,581,1
5439,308,1
5440,302,1
5441,32,1
5442,575,1
5443,184,1
5444,38,1
5445,717,1
5446,836,1
5447,382,1
5448,471,1
5449,573,1
5450,475,1
5451,832,1
5452,851,1
5453,798,1
5454,717,1
5455,206,1
5456,79,1
5457,77,1
5458,459,1
5459,425,1
5460,84,1
5461,693,1
5462,855,1
5463,737,1
5464,415,1
5465,26,1
5466,847,1
5467,321,1
5468,785,1
5469,347,1
5470,60,1
5471,829,1
5472,213,1
5473,306,1
5474,55,1
5475,159,1
5476,222,1
5477,553,1
5478,591,1
5479,434,1
5480,243,1
5481,574,1
5482,606,1
5483,522,1
5484,741,1
5485,392,1
5486,1012,0
5487,112,1
5488,195,1
5489,186,1
5490,109,1
5491,834,1
5492,962,1
5493,1017,0
5494,810,1
5495,393,1
5496,286,1
5497,103,1
5498,136,1
5499,1021,0
5500,502,1
5501,980,1
5502,725,1
5503,407,1
5504,167,1
5505,330,1
5506,232,1
5507,792,1
5508,309,1
5509,107,1
5510,594,1
5511,283,1
5512,192,1
5513,961,1
5514,668,1
5515,513,1
5516,816,1
5517,700,1
5518,320,1
5519,602,1
5520,989,1
5521,433,1
5522,902,1
5523,991,1
5524,793,1
5525,318,1
5526,81,1
5527,35,1
5528,928,1
5529,884,1
5530,735,1
5531,554,1
5532,853,1
5533,508,1
5534,824,1
5535,544,1
5536,226,1
5537,784,1
5538,622,1
5539,957,1
5540,961,1
5541,911,1
5542,14,1
5543,279,1
5544,609,1
5545,931,1
5546,803,1
5547,992,1
5548,793,1
5549,285,1
5550,906,1
5551,899,1
5552,790,1
5553,1019,0
5554,536,1
5555,1009,0
5556,316,1
5557,14,1
5558,726,1
5559,226,1
5560,828,1
5561,785,1
5562,478,1
5563,754,1
5564,315,1
5565,263,1
5566,949,1
5567,806,1
5568,512,1
5569,797,1
5570,81,1
5571,138,1
5572,328,1
5573,849,1
5574,700,1
5575,610,1
5576,970,1
5577,152,1
5578,937,1
5579,426,1
5580,794,1
5581,42,1
5582,417,1
5583,20,1
5584,673,1
5585,970,1
5586,355,1
5587,881,1
5588,352,1
5589,484,1
5590,227,1
5591,765,1
5592,176,1
5593,762,1
5594,688,1
5595,151,1
5596,896,1
5597,589,1
5598,816,1
5599,646,1
5600,442,1
5601,799,1
5602,795,1
5603,189,1
5604,419,1
5605,564,1
5606,282,1
5607,712,1
5608,879,1
5609,177,1
5610,357,1
5611,89,1
5612,78,1
5613,558,1
5614,841,1
5615,906,1
5616,756,1
5617,236,1
5618,175,1
5619,114,1
5620,966,1
5621,864,1
5622,3,1
5623,52,1
5624,32,1
5625,857,1
5626,861,1
5627,68,1
5628,992,1
5629,345,1
5630,89,1
5631,825,1
5632,58,1
5633,700,1
5634,260,1
5635,596,1
5636,11,1
5637,590,1
5638,913,1
5639,843,1
5640,228,1
5641,496,1
5642,59,1
5643,433,1
5644,520,1
5645,6,1
5646,812,1
5647,965,1
5648,129,1
5649,496,1
5650,549,1
5651,243,1
5652,879,1
5653,986,1
5654,358,1
5655,549,1
5656,727,1
5657,780,1
5658,879,1
5659,578,1
5660,20,1
5661,285,1
5662,40,1
5663,496,1
5664,173,1
5665,366,1
5666,532,1
5667,802,1
5668,550,1
5669,664,1
5670,210,1
5671,574,1
5672,730,1
5673,527,1
5674,263,1
5675,585,1
5676,146,1
5677,8,1
5678,18,1
5679,445,1
5680,466,1
5681,51,1
5682,56,1
5683,211,1
5684,696,1
5685,703,1
5686,955,1
5687,636,1
5688,179,1
5689,120,1
5690,911,1
5691,668,1
5692,817,1
5693,804,1
5694,497,1
5695,904,1
5696,873,1
5697,713,1
5698,36,1
5699,277,1
5700,819,1
5701,272,1
5702,894,1
5703,53,1
5704,50,1
5705,76,1
5706,401,1
5707,488,1
5708,864,1
5709,933,1
5710,478,1
5711,212,1
5712,383,1
5713,255,1
5714,189,1
5715,26,1
5716,519,1
5717,872,1
5718,213,1
5719,378,1
5720,136,1
5721,19,1
5722,247,1
5723,378,1
5724,582,1
5725,221,1
5726,75,1
5727,226,1
5728,697,1
5729,108,1
5730,634,1
5731,321,1
5732,89,1
5733,172,1
5734,791,1
5735,226,1
5736,411,1
5737,219,1
5738,528,1
5739,614,1
5740,145,1
5741,691,1
5742,875,1
5743,620,1
5744,607,1
5745,783,1
5746,97,1
5747,36,1
5748,627,1
5749,263,1
5750,729,1
5751,156,1
5752,864,1
5753,366,1
5754,261,1
5755,186,1
5756,752,1
5757,533,1
5758,955,1
5759,126,1
5760,278,1
5761,930,1
5762,845,1
5763,721,1
5764,872,1
5765,612,1
5766,500,1
5767,341,1
5768,612,1
5769,367,1
5770,799,1
5771,1023,0
5772,264,1
5773,767,1
5774,972,1
5775,22,1
5776,441,1
5777,1013,0
5778,813,1
5779,207,1
5780,511,1
5781,84,1
5782,329,1
5783,959,1
5784,908,1
5785,565,1
5786,111,1
5787,411,1
5788,1019,0
5789,632,1
5790,621,1
5791,44,1
5792,249,1
5793,670,1
5794,906,1
5795,48,1
5796,732,1
5797,939,1
5798,896,1
5799,961,1
5800,71,1
5801,54,1
5802,999,1
5803,626,1
5804,392,1
5805,432,1
5806,716,1
5807,611,1
5808,457,1
5809,60,1
5810,730,1
5811,736,1
5812,76,1
5813,951,1
5814,123,1
5815,889,1
5816,744,1
5817,391,1
5818,172,1
5819,913,1
5820,625,1
5821,500,1
5822,558,1
5823,219,1
5824,828,1
5825,247,1
5826,386,1
5827,915,1
5828,977,1
5829,398,1
5830,1011,0
5831,819,1
5832,843,1
5833,464,1
5834,686,1
5835,187,1
5836,614,1
5837,226,1
5838,799,1
5839,937,1
5840,132,1
5841,548,1
5842,115,1
5843,902,1
5844,759,1
5845,97,1
5846,299,1
5847,191,1
5848,672,1
5849,185,1
5850,858,1
5851,398,1
5852,364,1
5853,821,1
5854,197,1
5855,312,1
5856,860,1
5857,317,1
5858,264,1
5859,5,1
5860,1023,0
5861,199,1
5862,865,1
5863,311,1
5864,424,1
5865,515,1
5866,976,1
5867,394,1
5868,127,1
5869,660,1
5870,456,1
5871,388,1
5872,972,1
5873,339,1
5874,747,1
5875,473,1
5876,416,1
5877,132,1
5878,371,1
5879,353,1
5880,557,1
5881,841,1
5882,190,1
5883,404,1
5884,293,1
5885,877,1
5886,989,1
5887,610,1
5888,219,1
5889,422,1
5890,797,1
5891,928,1
5892,190,1
5893,1006,0
5894,701,1
5895,249,1
5896,972,1
5897,143,1
5898,140,1
5899,302,1
5900,936,1
5901,508,1
5902,383,1
5903,916,1
5904,74,1
5905,446,1
5906,883,1
5907,298,1
5908,951,1
5909,941,1
5910,595,1
5911,985,1
5912,75,1
5913,544,1
5914,14,1
5915,205,1
5916,325,1
5917,136,1
5918,177,1
5919,466,1
5920,103,1
5921,70,1
5922,883,1
5923,385,1
5924,442,1
5925,772,1
5926,280,1
5927,583,1
5928,158,1
5929,575,1
5930,66,1
5931,798,1
5932,141,1
5933,107,1
5934,579,1
5935,535,1
5936,786,1
5937,90,1
5938,686,1
5939,328,1
5940,139,1
5941,290,1
5942,889,1
5943,46,1
5944,553,1
5945,133,1
5946,792,1
5947,26,1
5948,834,1
5949,253,1
5950,478,1
5951,388,1
5952,868,1
5953,79,1
5954,622,1
5955,661,1
5956,655,1
5957,702,1
5958,593,1
5959,57,1
5960,1017,0
5961,86,1
5962,131,1
5963,427,1
5964,588,1
5965,409,1
5966,99,1
5967,146,1
5968,233,1
5969,56,1
5970,727,1
5971,15,1
5972,219,1
5973,891,1
5974,261,1
5975,72,1
5976,211,1
5977,520,1
5978,272,1
5979,976,1
5980,1000,1
5981,675,1
5982,269,1
5983,715,1
5984,539,1
5985,247,1
5986,661,1
5987,625,1
5988,919,1
5989,177,1
5990,301,1
5991,237,1
5992,806,1
5993,356,1
5994,243,1
5995,444,1
5996,525,1
5997,521,1
5998,729,1
5999,407,1
6000,477,1
6001,483,1
6002,127,1
6003,366,1
6004,989,1
6005,890,1
6006,172,1
6007,643,1
6008,686,1
6009,456,1
6010,661,1
6011,886,1
6012,527,1
6013,556,1
6014,317,1
6015,635,1
6016,355,1
6017,418,1
6018,835,1
6019,165,1
6020,506,1
6021,899,1
6022,841,1
6023,369,1
6024,479,1
6025,937,1
6026,725,1
6027,630,1
6028,51,1
6029,697,1
6030,822,1
6031,270,1
6032,510,1
6033,732,1
6034,1009,0
6035,405,1
6036,684,1
6037,152,1
6038,35,1
6039,139,1
6040,389,1
6041,424,1
6042,515,1
6043,933,1
6044,686,1
6045,587,1
6046,841,1
6047,485,1
6048,440,1
6049,917,1
6050,741,1
6051,513,1
6052,788,1
6053,975,1
6054,249,1
6055,643,1
6056,696,1
6057,645,1
6058,618,1
6059,65,1
6060,38,1
6061,220,1
6062,430,1
6063,883,1
6064,628,1
6065,775,1
6066,49,1
6067,639,1
6068,400,1
6069,581,1
6070,978,1
6071,579,1
6072,208,1
6073,740,1
6074,952,1
6075,221,1
6076,97,1
6077,353,1
6078,126,1
6079,827,1
6080,665,1
6081,528,1
6082,561,1
6083,1002,0
6084,386,1
6085,427,1
6086,883,1
6087,28,1
6088,234,1
6089,266,1
6090,520,1
6091,80,1
6092,1022,0
6093,664,1
6094,411,1
6095,140,1
6096,856,1
6097,673,1
6098,505,1
6099,176,1
6100,355,1
6101,384,1
6102,780,1
6103,781,1
6104,192,1
6105,684,1
6106,724,1
6107,120,1
6108,866,1
6109,563,1
6110,29,1
